episode,episode_seed,return,epsilon,replay_size,total_steps,episode_updates,mean_loss,elapsed_sec,difficulty,wall_obstacles,max_steps,box_speed
271,331,-3586.000000,0.050000,100000,261830,1000,146.11817087,5288.57,0,1,1000,2
272,332,-10984.000000,0.050000,100000,262830,1000,148.64469965,5309.65,0,1,1000,2
273,333,-66367.000000,0.050000,100000,263830,1000,147.38924112,5330.65,0,1,1000,2
274,334,-160970.000000,0.050000,100000,264830,1000,146.75272664,5350.98,0,1,1000,2
275,335,-50278.000000,0.050000,100000,265830,1000,149.26055106,5372.35,0,1,1000,2
276,336,-116177.000000,0.050000,100000,266830,1000,153.64087007,5392.95,0,1,1000,2
277,337,-28902.000000,0.050000,100000,267460,630,152.14114244,5406.00,0,1,1000,2
278,338,-191874.000000,0.050000,100000,268460,1000,154.68511830,5427.83,0,1,1000,2
279,339,-1000.000000,0.050000,100000,269460,1000,155.74820110,5449.16,0,1,1000,2
280,340,-150967.000000,0.050000,100000,270460,1000,147.06103912,5470.48,0,1,1000,2
281,341,-113871.000000,0.050000,100000,271263,803,154.34053427,5487.11,0,1,1000,2
282,342,1815.000000,0.050000,100000,271578,315,154.08794279,5493.96,0,1,1000,2
283,343,-84167.000000,0.050000,100000,272578,1000,153.60990575,5515.25,0,1,1000,2
284,344,-68567.000000,0.050000,100000,273578,1000,151.81356202,5536.71,0,1,1000,2
285,345,-111583.000000,0.050000,100000,274578,1000,156.32858260,5557.78,0,1,1000,2
286,346,-151967.000000,0.050000,100000,275578,1000,153.23414726,5579.67,0,1,1000,2
287,347,-72177.000000,0.050000,100000,276578,1000,154.22770700,5600.78,0,1,1000,2
288,348,-58367.000000,0.050000,100000,277578,1000,153.79798848,5621.96,0,1,1000,2
289,349,-106771.000000,0.050000,100000,278578,1000,155.26819830,5642.78,0,1,1000,2
290,350,-152986.000000,0.050000,100000,279578,1000,153.18770934,5663.62,0,1,1000,2
291,351,-138870.000000,0.050000,100000,280578,1000,154.48047089,5684.49,0,1,1000,2
292,352,-178981.000000,0.050000,100000,281578,1000,158.32627184,5704.94,0,1,1000,2
293,353,-28567.000000,0.050000,100000,282578,1000,156.90177225,5725.84,0,1,1000,2
294,354,-162669.000000,0.050000,100000,283578,1000,156.79686597,5747.10,0,1,1000,2
295,355,-70569.000000,0.050000,100000,284578,1000,154.27871783,5767.93,0,1,1000,2
296,356,-3200.000000,0.050000,100000,285578,1000,153.95169236,5789.81,0,1,1000,2
297,357,-120567.000000,0.050000,100000,286578,1000,150.85506238,5811.26,0,1,1000,2
298,358,-35777.000000,0.050000,100000,287578,1000,151.26850540,5832.96,0,1,1000,2
