episode,episode_seed,return,epsilon,replay_size,total_steps,episode_updates,mean_loss,elapsed_sec,difficulty,wall_obstacles,max_steps,box_speed
299,359,-55567.000000,0.050000,100000,288578,1000,150.59566622,5854.48,0,1,1000,2
300,360,-76877.000000,0.050000,100000,289578,1000,147.29293110,5875.63,0,1,1000,2
301,361,-32171.000000,0.050000,100000,290578,1000,145.71698727,5896.63,0,1,1000,2
302,362,-20371.000000,0.050000,100000,291578,1000,145.59479743,5919.15,0,1,1000,2
303,363,-23186.000000,0.050000,100000,292578,1000,141.54926488,5943.99,0,1,1000,2
304,364,1987.000000,0.050000,100000,292718,140,152.32096389,5947.51,0,1,1000,2
305,365,-27967.000000,0.050000,100000,293718,1000,140.02808123,5969.49,0,1,1000,2
306,366,-49367.000000,0.050000,100000,294718,1000,146.83342058,5991.84,0,1,1000,2
307,367,-155573.000000,0.050000,100000,295718,1000,149.93794670,6013.99,0,1,1000,2
308,368,-129167.000000,0.050000,100000,296718,1000,146.81015652,6036.15,0,1,1000,2
309,369,-119967.000000,0.050000,100000,297718,1000,149.65360991,6057.88,0,1,1000,2
310,370,-176771.000000,0.050000,100000,298718,1000,153.63706422,6078.94,0,1,1000,2
311,371,-93167.000000,0.050000,100000,299718,1000,148.38435066,6100.32,0,1,1000,2
312,372,-148567.000000,0.050000,100000,300718,1000,155.09980552,6121.02,0,1,1000,2
313,373,-139370.000000,0.050000,100000,301718,1000,149.40910868,6136.19,0,1,1000,2
314,374,-129377.000000,0.050000,100000,302718,1000,153.38992762,6150.64,0,1,1000,2
315,375,-108171.000000,0.050000,100000,303718,1000,153.79388195,6165.17,0,1,1000,2
316,376,-161187.000000,0.050000,100000,304718,1000,153.77772962,6179.80,0,1,1000,2
317,377,-193767.000000,0.050000,100000,305718,1000,157.63657322,6194.52,0,1,1000,2
318,378,-167168.000000,0.050000,100000,306718,1000,159.90963866,6209.15,0,1,1000,2
319,379,-194371.000000,0.050000,100000,307718,1000,157.53602031,6224.27,0,1,1000,2
320,380,-110770.000000,0.050000,100000,308718,1000,160.17308410,6239.11,0,1,1000,2
321,381,-89770.000000,0.050000,100000,309718,1000,161.55099126,6253.90,0,1,1000,2
322,382,-5400.000000,0.050000,100000,310718,1000,159.04210743,6269.10,0,1,1000,2
323,383,-104171.000000,0.050000,100000,311718,1000,156.85016061,6283.70,0,1,1000,2
324,384,-77967.000000,0.050000,100000,312718,1000,159.90883883,6298.50,0,1,1000,2
325,385,-34169.000000,0.050000,100000,313718,1000,158.01607483,6313.33,0,1,1000,2
326,386,-79984.000000,0.050000,100000,314718,1000,158.16738752,6328.13,0,1,1000,2
327,387,-97569.000000,0.050000,100000,315718,1000,154.65733458,6343.05,0,1,1000,2
328,388,-116371.000000,0.050000,100000,316718,1000,156.55432165,6358.14,0,1,1000,2
329,389,-967.000000,0.050000,100000,317718,1000,160.07484805,6372.75,0,1,1000,2
330,390,-17785.000000,0.050000,100000,318718,1000,158.36231008,6387.46,0,1,1000,2
331,391,-979.000000,0.050000,100000,319718,1000,158.51536140,6402.24,0,1,1000,2
332,392,-67973.000000,0.050000,100000,320718,1000,158.57907779,6417.36,0,1,1000,2
333,393,-93182.000000,0.050000,100000,321718,1000,157.85384353,6432.38,0,1,1000,2
334,394,1422.000000,0.050000,100000,322411,693,168.88791900,6442.71,0,1,1000,2
335,395,-79779.000000,0.050000,100000,323411,1000,166.85924052,6457.62,0,1,1000,2
336,396,-73472.000000,0.050000,100000,324411,1000,165.10569528,6472.07,0,1,1000,2
337,397,-2068.000000,0.050000,100000,325411,1000,163.86933766,6486.52,0,1,1000,2
338,398,-131579.000000,0.050000,100000,326411,1000,163.65325242,6500.95,0,1,1000,2
339,399,-17493.000000,0.050000,100000,326636,225,166.78599303,6504.36,0,1,1000,2
340,400,-146375.000000,0.050000,100000,327636,1000,169.12188216,6518.43,0,1,1000,2
341,401,-102585.000000,0.050000,100000,328636,1000,168.73305541,6532.76,0,1,1000,2
342,402,-159967.000000,0.050000,100000,329636,1000,169.46706890,6547.09,0,1,1000,2
343,403,-165968.000000,0.050000,100000,330636,1000,170.76297900,6561.45,0,1,1000,2
344,404,-181378.000000,0.050000,100000,331636,1000,161.39518456,6575.74,0,1,1000,2
345,405,-47378.000000,0.050000,100000,332636,1000,155.17414840,6590.19,0,1,1000,2
346,406,-185976.000000,0.050000,100000,333636,1000,160.50084150,6604.31,0,1,1000,2
347,407,-86670.000000,0.050000,100000,334636,1000,166.29305662,6618.78,0,1,1000,2
348,408,-78877.000000,0.050000,100000,335440,804,164.35291112,6630.18,0,1,1000,2
349,409,-157367.000000,0.050000,100000,336440,1000,169.25895849,6644.60,0,1,1000,2
350,410,-113978.000000,0.050000,100000,337440,1000,165.54826110,6658.79,0,1,1000,2
351,411,-20370.000000,0.050000,100000,338440,1000,163.41500266,6673.21,0,1,1000,2
352,412,-74579.000000,0.050000,100000,339440,1000,169.65816679,6687.38,0,1,1000,2
353,413,-967.000000,0.050000,100000,340440,1000,169.96813804,6701.39,0,1,1000,2
354,414,-109967.000000,0.050000,100000,341440,1000,169.94234219,6715.87,0,1,1000,2
355,415,-31568.000000,0.050000,100000,342440,1000,170.82750476,6730.10,0,1,1000,2
356,416,-39268.000000,0.050000,100000,343440,1000,168.42336170,6744.36,0,1,1000,2
357,417,-117470.000000,0.050000,100000,344440,1000,166.88492966,6758.73,0,1,1000,2
358,418,1466.000000,0.050000,100000,345103,663,169.02539958,6768.25,0,1,1000,2
359,419,-11371.000000,0.050000,100000,346103,1000,160.93667674,6782.47,0,1,1000,2
360,420,-972.000000,0.050000,100000,347103,1000,166.46040035,6796.42,0,1,1000,2
361,421,-969.000000,0.050000,100000,348103,1000,158.43783484,6810.61,0,1,1000,2
362,422,-116384.000000,0.050000,100000,349103,1000,159.33552125,6824.81,0,1,1000,2
363,423,-967.000000,0.050000,100000,350103,1000,151.18544246,6839.13,0,1,1000,2
364,424,-9402.000000,0.050000,100000,350414,311,147.93786406,6843.79,0,1,1000,2
365,425,-45987.000000,0.050000,100000,351414,1000,146.72581116,6857.95,0,1,1000,2
366,426,-12767.000000,0.050000,100000,352414,1000,146.53856860,6872.20,0,1,1000,2
367,427,-868.000000,0.050000,100000,353414,1000,136.58212086,6886.43,0,1,1000,2
368,428,-12969.000000,0.050000,100000,354414,1000,136.26471442,6900.89,0,1,1000,2
369,429,-142568.000000,0.050000,100000,355414,1000,132.20079398,6915.38,0,1,1000,2
370,430,-4573.000000,0.050000,100000,356414,1000,129.22738646,6929.86,0,1,1000,2
371,431,-971.000000,0.050000,100000,357414,1000,124.08644630,6943.96,0,1,1000,2
372,432,-105167.000000,0.050000,100000,358414,1000,117.89479493,6958.45,0,1,1000,2
373,433,-969.000000,0.050000,100000,359414,1000,117.81120091,6972.65,0,1,1000,2
374,434,-23183.000000,0.050000,100000,360414,1000,114.54545349,6987.12,0,1,1000,2
375,435,-46171.000000,0.050000,100000,361414,1000,110.28353730,7001.45,0,1,1000,2
376,436,-137386.000000,0.050000,100000,362414,1000,117.18779680,7015.56,0,1,1000,2
377,437,-974.000000,0.050000,100000,363414,1000,117.87642182,7029.96,0,1,1000,2
378,438,-39579.000000,0.050000,100000,364414,1000,110.84534943,7044.22,0,1,1000,2
379,439,-968.000000,0.050000,100000,365414,1000,105.38189368,7058.37,0,1,1000,2
380,440,1678.000000,0.050000,100000,365852,438,102.61125734,7064.74,0,1,1000,2
381,441,-970.000000,0.050000,100000,366852,1000,99.07495347,7079.27,0,1,1000,2
382,442,-92367.000000,0.050000,100000,367852,1000,92.36491738,7093.79,0,1,1000,2
383,443,-2584.000000,0.050000,100000,368852,1000,95.56205100,7108.08,0,1,1000,2
384,444,-119183.000000,0.050000,100000,369852,1000,94.04005366,7122.50,0,1,1000,2
385,445,1852.000000,0.050000,100000,370132,280,94.08774430,7126.73,0,1,1000,2
386,446,-104984.000000,0.050000,100000,371132,1000,94.58665738,7141.44,0,1,1000,2
387,447,-64571.000000,0.050000,100000,372132,1000,94.24945401,7156.13,0,1,1000,2
388,448,-139367.000000,0.050000,100000,373132,1000,97.14279862,7170.24,0,1,1000,2
389,449,-35969.000000,0.050000,100000,374132,1000,97.93395212,7184.47,0,1,1000,2
390,450,-106984.000000,0.050000,100000,375132,1000,96.78018993,7199.27,0,1,1000,2
391,451,-12974.000000,0.050000,100000,376132,1000,96.73193233,7214.02,0,1,1000,2
392,452,-76172.000000,0.050000,100000,377132,1000,98.92910419,7228.36,0,1,1000,2
393,453,-63392.000000,0.050000,100000,378132,1000,98.66103902,7243.09,0,1,1000,2
394,454,-76584.000000,0.050000,100000,379132,1000,102.01311282,7257.80,0,1,1000,2
395,455,-14410.000000,0.050000,100000,379671,539,101.53867647,7265.80,0,1,1000,2
396,456,-89975.000000,0.050000,100000,380671,1000,99.71711462,7280.37,0,1,1000,2
397,457,-95982.000000,0.050000,100000,381671,1000,99.51049827,7294.98,0,1,1000,2
398,458,-102173.000000,0.050000,100000,382671,1000,101.01941769,7309.30,0,1,1000,2
399,459,-35583.000000,0.050000,100000,383671,1000,98.30303647,7323.81,0,1,1000,2
400,460,-190976.000000,0.050000,100000,384671,1000,104.39377270,7338.03,0,1,1000,2
