timestamp_utc,agent_name,mean_score,std_score,runs,max_steps,scaling_factor,arena_size,wall_obstacles
2026-04-09T10:32:58.715192+00:00,agent,-655.900000,880.515128,10,1000,5,500,1,3,2
2026-04-09T10:37:56.599546+00:00,agent,-602.500000,904.690472,10,1000,5,500,0,3,2
2026-04-09T10:41:02.835129+00:00,agent,-986.600000,9.393615,10,1000,5,500,1,1,2
2026-04-09T10:42:10.424708+00:00,agent,-993.400000,8.014986,10,1000,5,500,0,1,2
2026-04-10T03:58:10.299714+00:00,agent,-20152.200000,57478.934156,10,1000,5,500,0,0,2
2026-04-10T04:01:18.962367+00:00,agent,-200.000000,0.000000,1,200,5,500,0,0,2
2026-04-10T04:16:28.835320+00:00,agent,-996.000000,6.587868,10,1000,5,500,0,0,2
2026-04-10T04:27:04.908971+00:00,agent,-1000.000000,0.000000,1,1000,5,500,0,0,2
2026-04-10T04:37:39.548924+00:00,agent,-50.000000,0.000000,1,50,5,500,0,0,2
2026-04-10T04:42:19.065839+00:00,agent,-47.000000,0.000000,1,50,5,500,0,0,2
2026-04-10T04:42:40.365360+00:00,agent,-47.000000,0.000000,1,50,5,500,0,0,2
2026-04-10T04:43:03.180463+00:00,agent,-30.000000,0.000000,1,30,5,500,0,0,2
2026-04-10T04:45:00.753704+00:00,agent,-30.000000,0.000000,1,30,5,500,0,0,2
2026-04-10T04:46:09.308089+00:00,agent,-30.000000,0.000000,1,30,5,500,0,0,2
2026-04-10T08:37:10.743603+00:00,agent,-30.000000,0.000000,1,30,5,500,0,0,2
2026-04-11T11:33:41.491003+00:00,agent,-59393.200000,89253.281364,10,1000,5,500,1,0,2
2026-04-11T11:36:40.638386+00:00,agent,-59393.200000,89253.281364,10,1000,5,500,1,1,2
2026-04-11T11:39:47.875686+00:00,agent,-78211.700000,94631.986365,10,1000,5,500,1,2,2
2026-04-11T11:58:52.304693+00:00,agent,-987.900000,10.133607,10,1000,5,500,1,0,2
2026-04-11T12:00:54.647644+00:00,agent,-987.900000,10.133607,10,1000,5,500,1,1,2
2026-04-11T12:02:44.397129+00:00,agent,-986.100000,10.133607,10,1000,5,500,1,2,2
2026-04-11T12:05:14.311863+00:00,agent,-29345.600000,58065.153075,10,1000,5,500,1,3,2
2026-04-11T12:07:26.791256+00:00,agent,-59347.500000,82104.605938,10,1000,5,500,1,3,2
2026-04-11T12:10:50.429884+00:00,agent,-69.900000,1236.319817,10,1000,5,500,0,3,2
2026-04-12T02:09:28.096420+00:00,agent,-2135.100000,12801.666497,10,1000,5,500,1,3,2
2026-04-12T03:30:52.845979+00:00,agent,-2161.300000,10467.290146,10,1000,5,500,1,3,2
2026-04-12T03:32:13.526413+00:00,agent,-7080.000000,21058.232675,10,1000,5,500,1,3,2
2026-04-12T03:33:40.879133+00:00,agent,2730.200000,2064.834657,10,1000,5,500,1,3,2
2026-04-12T03:45:09.302029+00:00,agent,3146.100000,2179.889192,10,1000,5,500,1,3,2
2026-04-12T03:46:35.986390+00:00,agent,-5954.400000,17116.423126,10,1000,5,500,1,3,2
2026-04-12T03:47:33.909150+00:00,agent,-3439.700000,11961.530421,10,1000,5,500,1,3,2
2026-04-12T03:48:42.980511+00:00,agent,-2135.100000,12801.666497,10,1000,5,500,1,3,2
2026-04-12T03:49:52.037861+00:00,agent,-3312.700000,14615.181628,10,1000,5,500,1,3,2
2026-04-12T03:50:57.905732+00:00,agent,-2161.300000,10467.290146,10,1000,5,500,1,3,2
2026-04-12T03:52:12.390322+00:00,agent,-4474.100000,14331.781407,10,1000,5,500,1,3,2
2026-04-12T03:53:16.837493+00:00,agent,-7080.000000,21058.232675,10,1000,5,500,1,3,2
2026-04-12T03:54:30.467414+00:00,agent,1651.800000,6229.152861,10,1000,5,500,1,3,2
2026-04-12T03:55:39.344752+00:00,agent,2730.200000,2064.834657,10,1000,5,500,1,3,2
