episode,episode_seed,return,epsilon,replay_size,total_steps,episode_updates,mean_loss,elapsed_sec,difficulty,wall_obstacles,max_steps,box_speed
183,182,-32086.000000,0.050000,100000,174373,1000,30.40347253,3534.78,3,1,1000,2
184,183,6309.000000,0.050000,100000,175373,1000,30.29595494,3553.58,3,1,1000,2
185,184,-26231.000000,0.050000,100000,176373,1000,30.37922627,3572.86,3,1,1000,2
186,185,2757.000000,0.050000,100000,176560,187,30.84867288,3576.37,3,1,1000,2
187,186,936.000000,0.050000,100000,177560,1000,30.57906403,3595.47,3,1,1000,2
188,187,4789.000000,0.050000,100000,178560,1000,30.72103247,3613.98,3,1,1000,2
189,188,-16971.000000,0.050000,100000,179560,1000,29.90149012,3632.80,3,1,1000,2
190,189,3660.000000,0.050000,100000,180138,578,30.15114495,3643.96,3,1,1000,2
191,190,3010.000000,0.050000,100000,181138,1000,29.50505427,3662.53,3,1,1000,2
192,191,-2007.000000,0.050000,100000,182138,1000,29.40130648,3680.93,3,1,1000,2
193,192,-5941.000000,0.050000,100000,183138,1000,29.50218459,3699.78,3,1,1000,2
194,193,-9833.000000,0.050000,100000,184138,1000,29.20304667,3718.76,3,1,1000,2
195,194,-21781.000000,0.050000,100000,185138,1000,29.57104626,3737.65,3,1,1000,2
196,195,-18536.000000,0.050000,100000,185887,749,29.38319894,3751.53,3,1,1000,2
197,196,-15685.000000,0.050000,100000,186887,1000,29.84439790,3770.34,3,1,1000,2
198,197,-3948.000000,0.050000,100000,187887,1000,29.13626434,3789.47,3,1,1000,2
199,198,3691.000000,0.050000,100000,188887,1000,29.34666507,3808.20,3,1,1000,2
200,199,-6665.000000,0.050000,100000,189887,1000,29.23096134,3826.64,3,1,1000,2
201,200,-27007.000000,0.050000,100000,190887,1000,29.22552217,3845.76,3,1,1000,2
202,201,-8984.000000,0.050000,100000,191887,1000,28.78587550,3864.17,3,1,1000,2
203,202,-11418.000000,0.050000,100000,192887,1000,28.85497767,3882.47,3,1,1000,2
204,203,-19579.000000,0.050000,100000,193887,1000,29.15484903,3901.37,3,1,1000,2
205,204,-18528.000000,0.050000,100000,194887,1000,28.80099747,3919.94,3,1,1000,2
206,205,-23358.000000,0.050000,100000,195887,1000,28.64085165,3938.62,3,1,1000,2
207,206,3654.000000,0.050000,100000,196216,329,28.86690759,3944.81,3,1,1000,2
208,207,-8884.000000,0.050000,100000,197216,1000,29.06073627,3963.14,3,1,1000,2
209,208,1433.000000,0.050000,100000,198216,1000,29.18501925,3981.45,3,1,1000,2
210,209,-34062.000000,0.050000,100000,199216,1000,28.78410976,3999.99,3,1,1000,2
211,210,-20557.000000,0.050000,100000,200216,1000,28.85241173,4018.50,3,1,1000,2
212,211,-32421.000000,0.050000,100000,201216,1000,28.71969785,4037.79,3,1,1000,2
213,212,2188.000000,0.050000,100000,201309,93,29.72465482,4039.67,3,1,1000,2
214,213,-10476.000000,0.050000,100000,202309,1000,28.93690824,4057.75,3,1,1000,2
215,214,-9617.000000,0.050000,100000,203309,1000,29.59152633,4076.25,3,1,1000,2
216,215,-22322.000000,0.050000,100000,204309,1000,30.60060867,4094.95,3,1,1000,2
217,216,-14805.000000,0.050000,100000,205309,1000,30.45373351,4113.51,3,1,1000,2
218,217,2912.000000,0.050000,100000,205420,111,30.27328197,4115.73,3,1,1000,2
219,218,-27185.000000,0.050000,100000,206420,1000,31.14223668,4133.84,3,1,1000,2
220,219,3147.000000,0.050000,100000,207420,1000,31.04518552,4152.04,3,1,1000,2
221,220,-15936.000000,0.050000,100000,208420,1000,31.55375464,4170.20,3,1,1000,2
222,221,-5402.000000,0.050000,100000,209420,1000,31.74545120,4188.14,3,1,1000,2
223,222,-7984.000000,0.050000,100000,210420,1000,31.80388649,4205.81,3,1,1000,2
224,223,-20241.000000,0.050000,100000,211420,1000,31.74779892,4223.56,3,1,1000,2
225,224,1199.000000,0.050000,100000,212420,1000,32.26869354,4241.67,3,1,1000,2
226,225,-8948.000000,0.050000,100000,213420,1000,32.21074640,4260.02,3,1,1000,2
227,226,-16491.000000,0.050000,100000,214420,1000,32.44480908,4278.38,3,1,1000,2
228,227,-1562.000000,0.050000,100000,215420,1000,32.58097763,4296.53,3,1,1000,2
229,228,-1591.000000,0.050000,100000,216420,1000,33.07745160,4314.85,3,1,1000,2
230,229,-3766.000000,0.050000,100000,217420,1000,32.52713136,4333.07,3,1,1000,2
231,230,3193.000000,0.050000,100000,217653,233,31.87622439,4337.45,3,1,1000,2
232,231,100.000000,0.050000,100000,218653,1000,33.62462560,4357.39,3,1,1000,2
233,232,-9771.000000,0.050000,100000,219653,1000,33.46513585,4376.61,3,1,1000,2
234,233,-5421.000000,0.050000,100000,220653,1000,34.11690379,4395.52,3,1,1000,2
235,234,3311.000000,0.050000,100000,221081,428,34.89998374,4403.88,3,1,1000,2
236,235,5763.000000,0.050000,100000,222081,1000,34.26520573,4422.64,3,1,1000,2
237,236,-6395.000000,0.050000,100000,223081,1000,34.11754919,4441.39,3,1,1000,2
238,237,-10220.000000,0.050000,100000,224081,1000,33.96827562,4460.24,3,1,1000,2
239,238,-23437.000000,0.050000,100000,225081,1000,34.47036128,4479.38,3,1,1000,2
240,239,-2727.000000,0.050000,100000,226081,1000,34.10260966,4498.23,3,1,1000,2
241,240,-5826.000000,0.050000,100000,227081,1000,35.13969575,4517.36,3,1,1000,2
242,241,203.000000,0.050000,100000,228081,1000,34.83396458,4536.36,3,1,1000,2
243,242,-6193.000000,0.050000,100000,229081,1000,34.80215952,4555.06,3,1,1000,2
244,243,-7474.000000,0.050000,100000,230081,1000,34.55076593,4573.49,3,1,1000,2
245,244,-24060.000000,0.050000,100000,231081,1000,35.70307618,4592.61,3,1,1000,2
246,245,-4396.000000,0.050000,100000,232081,1000,35.24268317,4612.14,3,1,1000,2
247,246,-33232.000000,0.050000,100000,233081,1000,35.04429160,4630.84,3,1,1000,2
248,247,-18839.000000,0.050000,100000,234081,1000,35.06079627,4650.07,3,1,1000,2
249,248,-38216.000000,0.050000,100000,235081,1000,34.69990384,4669.22,3,1,1000,2
250,249,-6441.000000,0.050000,100000,236081,1000,35.19148322,4687.33,3,1,1000,2
251,250,-1172.000000,0.050000,100000,237081,1000,35.76155278,4706.19,3,1,1000,2
252,251,4198.000000,0.050000,100000,238081,1000,35.32961202,4724.74,3,1,1000,2
253,252,-15110.000000,0.050000,100000,239081,1000,35.45554208,4743.61,3,1,1000,2
254,253,-45395.000000,0.050000,100000,240081,1000,35.58825133,4762.66,3,1,1000,2
255,254,-27344.000000,0.050000,100000,241081,1000,35.23059607,4781.21,3,1,1000,2
256,255,-14555.000000,0.050000,100000,242081,1000,35.12851255,4800.65,3,1,1000,2
257,256,-18576.000000,0.050000,100000,243081,1000,36.25759805,4820.20,3,1,1000,2
258,257,-6084.000000,0.050000,100000,244081,1000,35.77486649,4839.21,3,1,1000,2
259,258,2721.000000,0.050000,100000,245081,1000,35.03899920,4858.41,3,1,1000,2
260,259,-9391.000000,0.050000,100000,246081,1000,35.06418856,4877.88,3,1,1000,2
261,260,-614.000000,0.050000,100000,247081,1000,35.49132829,4897.08,3,1,1000,2
262,261,2950.000000,0.050000,100000,247443,362,35.78375836,4904.28,3,1,1000,2
263,262,1296.000000,0.050000,100000,248331,888,35.53147828,4921.26,3,1,1000,2
264,263,-681.000000,0.050000,100000,249331,1000,35.41449469,4940.58,3,1,1000,2
265,264,-772.000000,0.050000,100000,250331,1000,35.26358499,4960.56,3,1,1000,2
266,265,2497.000000,0.050000,100000,251331,1000,34.68743664,4979.64,3,1,1000,2
267,266,-3933.000000,0.050000,100000,252331,1000,34.95235484,4998.70,3,1,1000,2
268,267,-7786.000000,0.050000,100000,253331,1000,34.87531933,5017.98,3,1,1000,2
269,268,-7694.000000,0.050000,100000,254331,1000,35.48479034,5037.21,3,1,1000,2
270,269,-3874.000000,0.050000,100000,255331,1000,33.61367056,5055.94,3,1,1000,2
271,270,-26861.000000,0.050000,100000,256331,1000,33.63794768,5075.12,3,1,1000,2
272,271,4455.000000,0.050000,100000,257331,1000,34.17111064,5094.57,3,1,1000,2
273,272,-2350.000000,0.050000,100000,258331,1000,34.14321214,5113.94,3,1,1000,2
274,273,84.000000,0.050000,100000,259331,1000,34.06234272,5133.74,3,1,1000,2
275,274,5185.000000,0.050000,100000,260331,1000,34.18032549,5154.10,3,1,1000,2
276,275,-1574.000000,0.050000,100000,261331,1000,34.80443527,5174.02,3,1,1000,2
277,276,-14504.000000,0.050000,100000,262331,1000,35.50112679,5194.45,3,1,1000,2
278,277,4531.000000,0.050000,100000,263331,1000,35.34186182,5214.61,3,1,1000,2
279,278,-6867.000000,0.050000,100000,264331,1000,35.20903589,5237.80,3,1,1000,2
280,279,3598.000000,0.050000,100000,265331,1000,34.91904810,5258.96,3,1,1000,2
281,280,4981.000000,0.050000,100000,266331,1000,35.51149062,5280.24,3,1,1000,2
282,281,-9019.000000,0.050000,100000,267331,1000,35.44115458,5302.74,3,1,1000,2
283,282,3717.000000,0.050000,100000,267926,595,34.77326021,5314.31,3,1,1000,2
284,283,-969.000000,0.050000,100000,268926,1000,34.73416734,5337.70,3,1,1000,2
285,284,4198.000000,0.050000,100000,269926,1000,34.85598126,5363.74,3,1,1000,2
286,285,-26696.000000,0.050000,100000,270926,1000,34.40849421,5383.85,3,1,1000,2
287,286,-3745.000000,0.050000,100000,271926,1000,34.13480819,5403.98,3,1,1000,2
288,287,5082.000000,0.050000,100000,272926,1000,35.03996821,5424.21,3,1,1000,2
289,288,-24897.000000,0.050000,100000,273926,1000,34.64599552,5444.32,3,1,1000,2
290,289,344.000000,0.050000,100000,274926,1000,34.71018647,5464.20,3,1,1000,2
291,290,5420.000000,0.050000,100000,275926,1000,34.95320280,5484.18,3,1,1000,2
292,291,3239.000000,0.050000,100000,276926,1000,35.26132626,5504.22,3,1,1000,2
293,292,4376.000000,0.050000,100000,277926,1000,34.61458774,5524.28,3,1,1000,2
294,293,-7858.000000,0.050000,100000,278926,1000,35.04118719,5544.13,3,1,1000,2
295,294,-23950.000000,0.050000,100000,279926,1000,35.35701557,5563.84,3,1,1000,2
296,295,-2980.000000,0.050000,100000,280926,1000,34.88402131,5583.93,3,1,1000,2
297,296,-5105.000000,0.050000,100000,281926,1000,35.21677406,5603.48,3,1,1000,2
298,297,-36903.000000,0.050000,100000,282926,1000,35.05949083,5623.10,3,1,1000,2
299,298,-14555.000000,0.050000,100000,283926,1000,35.16969191,5644.58,3,1,1000,2
300,299,-18728.000000,0.050000,100000,284926,1000,35.04832525,5665.06,3,1,1000,2
301,300,3283.000000,0.050000,100000,285926,1000,34.98116859,5685.39,3,1,1000,2
302,301,-31378.000000,0.050000,100000,286926,1000,35.52877988,5705.87,3,1,1000,2
303,302,-11561.000000,0.050000,100000,287926,1000,35.44310483,5731.87,3,1,1000,2
304,303,2398.000000,0.050000,100000,287960,34,34.09242793,5732.73,3,1,1000,2
305,304,-4681.000000,0.050000,100000,288653,693,36.51985119,5747.08,3,1,1000,2
306,305,823.000000,0.050000,100000,289653,1000,35.51597773,5766.73,3,1,1000,2
307,306,-9212.000000,0.050000,100000,290653,1000,35.69850916,5788.75,3,1,1000,2
308,307,-14724.000000,0.050000,100000,291653,1000,35.44071938,5810.86,3,1,1000,2
309,308,-15999.000000,0.050000,100000,292653,1000,36.45635878,5834.72,3,1,1000,2
310,309,212.000000,0.050000,100000,293653,1000,36.98806283,5854.53,3,1,1000,2
311,310,2533.000000,0.050000,100000,294653,1000,39.50125819,5874.66,3,1,1000,2
312,311,-14780.000000,0.050000,100000,295653,1000,39.08884481,5891.12,3,1,1000,2
313,312,208.000000,0.050000,100000,296518,865,39.23111427,5911.59,3,1,1000,2
314,313,-12499.000000,0.050000,100000,297518,1000,39.69355380,5931.97,3,1,1000,2
315,314,4793.000000,0.050000,100000,298518,1000,39.49391491,5953.11,3,1,1000,2
316,315,-21926.000000,0.050000,100000,299518,1000,38.61353807,5977.15,3,1,1000,2
317,316,556.000000,0.050000,100000,300518,1000,39.14992249,6000.59,3,1,1000,2
318,317,326.000000,0.050000,100000,301518,1000,39.47188362,6020.98,3,1,1000,2
319,318,-647.000000,0.050000,100000,302518,1000,39.69473385,6041.76,3,1,1000,2
320,319,1039.000000,0.050000,100000,303518,1000,39.14603416,6061.42,3,1,1000,2
321,320,-25314.000000,0.050000,100000,304518,1000,39.64316819,6083.44,3,1,1000,2
322,321,-11947.000000,0.050000,100000,305518,1000,39.49405361,6105.75,3,1,1000,2
323,322,6796.000000,0.050000,100000,306355,837,39.06351886,6117.62,3,1,1000,2
324,323,-18384.000000,0.050000,100000,307355,1000,37.72230321,6131.82,3,1,1000,2
325,324,2425.000000,0.050000,100000,308355,1000,37.53316611,6145.81,3,1,1000,2
326,325,3877.000000,0.050000,100000,309355,1000,35.80705864,6159.79,3,1,1000,2
327,326,-2289.000000,0.050000,100000,310148,793,35.49970890,6170.95,3,1,1000,2
328,327,-18087.000000,0.050000,100000,311148,1000,31.87210082,6184.65,3,1,1000,2
329,328,4425.000000,0.050000,100000,312148,1000,32.42854402,6198.67,3,1,1000,2
330,329,-14325.000000,0.050000,100000,313148,1000,31.67753949,6212.44,3,1,1000,2
331,330,-20268.000000,0.050000,100000,314148,1000,31.16600816,6226.17,3,1,1000,2
332,331,-9479.000000,0.050000,100000,315148,1000,28.95924811,6240.19,3,1,1000,2
333,332,1783.000000,0.050000,100000,316148,1000,28.35266045,6254.14,3,1,1000,2
334,333,-6829.000000,0.050000,100000,317148,1000,26.67515197,6268.22,3,1,1000,2
335,334,-5155.000000,0.050000,100000,318102,954,27.16647443,6281.42,3,1,1000,2
336,335,-32963.000000,0.050000,100000,319102,1000,26.14529996,6295.56,3,1,1000,2
337,336,-14256.000000,0.050000,100000,320102,1000,26.87005918,6309.18,3,1,1000,2
338,337,-19313.000000,0.050000,100000,321102,1000,26.80539754,6323.07,3,1,1000,2
339,338,-12941.000000,0.050000,100000,322102,1000,26.88452129,6337.71,3,1,1000,2
340,339,-3650.000000,0.050000,100000,323102,1000,26.97985190,6352.87,3,1,1000,2
341,340,-5120.000000,0.050000,100000,324102,1000,27.05368058,6367.05,3,1,1000,2
342,341,-3989.000000,0.050000,100000,325102,1000,26.92605321,6380.92,3,1,1000,2
343,342,-3275.000000,0.050000,100000,326102,1000,26.81038564,6394.78,3,1,1000,2
344,343,2749.000000,0.050000,100000,326612,510,27.53277959,6402.08,3,1,1000,2
345,344,-26224.000000,0.050000,100000,327612,1000,27.31950707,6415.56,3,1,1000,2
346,345,-5181.000000,0.050000,100000,328612,1000,27.43931629,6429.52,3,1,1000,2
347,346,3179.000000,0.050000,100000,329612,1000,28.28915131,6443.45,3,1,1000,2
348,347,-21800.000000,0.050000,100000,330612,1000,28.37182370,6456.92,3,1,1000,2
349,348,-11271.000000,0.050000,100000,331612,1000,28.65518802,6470.94,3,1,1000,2
350,349,-3916.000000,0.050000,100000,332612,1000,28.97136669,6484.63,3,1,1000,2
351,350,-20630.000000,0.050000,100000,333612,1000,28.94546125,6498.48,3,1,1000,2
352,351,1684.000000,0.050000,100000,334612,1000,28.64965665,6512.45,3,1,1000,2
353,352,631.000000,0.050000,100000,335612,1000,28.71179913,6526.85,3,1,1000,2
354,353,-8870.000000,0.050000,100000,336612,1000,28.22945608,6540.81,3,1,1000,2
355,354,-20583.000000,0.050000,100000,337612,1000,28.22170693,6554.40,3,1,1000,2
356,355,2705.000000,0.050000,100000,338612,1000,28.60464640,6568.27,3,1,1000,2
357,356,7057.000000,0.050000,100000,339612,1000,28.09962266,6582.42,3,1,1000,2
358,357,-1371.000000,0.050000,100000,340506,894,28.33531798,6595.06,3,1,1000,2
359,358,-9345.000000,0.050000,100000,341106,600,28.18473821,6603.63,3,1,1000,2
360,359,-8770.000000,0.050000,100000,342106,1000,28.78813190,6617.55,3,1,1000,2
361,360,7039.000000,0.050000,100000,343106,1000,28.73666736,6631.36,3,1,1000,2
362,361,-11806.000000,0.050000,100000,344106,1000,28.25089667,6645.40,3,1,1000,2
363,362,-25928.000000,0.050000,100000,345106,1000,28.69164534,6659.10,3,1,1000,2
364,363,2299.000000,0.050000,100000,346106,1000,28.94639340,6672.83,3,1,1000,2
365,364,6600.000000,0.050000,100000,347106,1000,29.01288840,6687.07,3,1,1000,2
366,365,-29372.000000,0.050000,100000,348106,1000,29.23713936,6701.21,3,1,1000,2
367,366,-933.000000,0.050000,100000,349106,1000,28.88643505,6715.63,3,1,1000,2
368,367,1894.000000,0.050000,100000,349692,586,28.97616872,6723.81,3,1,1000,2
369,368,5769.000000,0.050000,100000,350692,1000,29.97413964,6737.79,3,1,1000,2
370,369,3334.000000,0.050000,100000,351692,1000,29.34141752,6751.48,3,1,1000,2
371,370,-4770.000000,0.050000,100000,352692,1000,30.22764742,6765.10,3,1,1000,2
372,371,846.000000,0.050000,100000,353692,1000,30.35252664,6779.04,3,1,1000,2
373,372,5276.000000,0.050000,100000,354598,906,30.42276847,6791.75,3,1,1000,2
374,373,2487.000000,0.050000,100000,354728,130,29.82599509,6793.77,3,1,1000,2
375,374,-17684.000000,0.050000,100000,355728,1000,30.67635873,6807.49,3,1,1000,2
376,375,-20093.000000,0.050000,100000,356728,1000,32.19951153,6821.47,3,1,1000,2
377,376,605.000000,0.050000,100000,357728,1000,31.97068361,6835.30,3,1,1000,2
378,377,-13145.000000,0.050000,100000,358728,1000,32.86061869,6849.09,3,1,1000,2
379,378,-17375.000000,0.050000,100000,359728,1000,32.41132257,6862.94,3,1,1000,2
380,379,-5869.000000,0.050000,100000,360728,1000,33.03471763,6876.74,3,1,1000,2
381,380,-7149.000000,0.050000,100000,361245,517,33.53757799,6883.98,3,1,1000,2
382,381,6636.000000,0.050000,100000,362148,903,32.91240067,6896.37,3,1,1000,2
383,382,2199.000000,0.050000,100000,363148,1000,32.05846041,6910.09,3,1,1000,2
384,383,-31694.000000,0.050000,100000,364148,1000,32.82913666,6924.10,3,1,1000,2
385,384,-6661.000000,0.050000,100000,365148,1000,31.90096812,6938.03,3,1,1000,2
386,385,-2401.000000,0.050000,100000,366148,1000,31.40635711,6951.87,3,1,1000,2
387,386,-7969.000000,0.050000,100000,367148,1000,31.14997482,6965.66,3,1,1000,2
388,387,-10004.000000,0.050000,100000,368148,1000,31.19521787,6979.56,3,1,1000,2
389,388,2879.000000,0.050000,100000,369148,1000,32.15927330,6993.28,3,1,1000,2
390,389,-14900.000000,0.050000,100000,370148,1000,31.17159365,7007.00,3,1,1000,2
391,390,-13037.000000,0.050000,100000,371148,1000,32.40702596,7021.05,3,1,1000,2
392,391,-28175.000000,0.050000,100000,372148,1000,32.83441657,7034.71,3,1,1000,2
393,392,4325.000000,0.050000,100000,372763,615,33.47887267,7043.38,3,1,1000,2
394,393,-14916.000000,0.050000,100000,373761,998,33.42042864,7057.44,3,1,1000,2
395,394,-4064.000000,0.050000,100000,374761,1000,33.30495241,7071.12,3,1,1000,2
396,395,-10714.000000,0.050000,100000,375761,1000,32.71247379,7084.98,3,1,1000,2
397,396,-10378.000000,0.050000,100000,376761,1000,33.20828788,7100.47,3,1,1000,2
398,397,1854.000000,0.050000,100000,377761,1000,34.33621873,7115.72,3,1,1000,2
399,398,-7858.000000,0.050000,100000,378761,1000,33.85326767,7129.55,3,1,1000,2
400,399,5980.000000,0.050000,100000,379420,659,33.69645765,7138.67,3,1,1000,2
401,400,-9705.000000,0.050000,100000,380420,1000,33.28360562,7152.19,3,1,1000,2
402,401,3698.000000,0.050000,100000,381420,1000,33.62448842,7166.17,3,1,1000,2
403,402,-28427.000000,0.050000,100000,382420,1000,33.74297513,7179.93,3,1,1000,2
404,403,-19532.000000,0.050000,100000,383420,1000,33.14328236,7193.35,3,1,1000,2
405,404,-30912.000000,0.050000,100000,384420,1000,34.42819628,7207.32,3,1,1000,2
406,405,-26052.000000,0.050000,100000,385420,1000,33.93989405,7221.31,3,1,1000,2
407,406,2483.000000,0.050000,100000,386420,1000,34.16816461,7235.03,3,1,1000,2
408,407,-1718.000000,0.050000,100000,387420,1000,32.96912365,7248.60,3,1,1000,2
409,408,-2484.000000,0.050000,100000,388297,877,34.22031741,7260.72,3,1,1000,2
410,409,-16506.000000,0.050000,100000,389271,974,33.84302315,7274.34,3,1,1000,2
411,410,-10860.000000,0.050000,100000,390271,1000,34.37750241,7288.32,3,1,1000,2
412,411,-8206.000000,0.050000,100000,391271,1000,33.15074600,7301.80,3,1,1000,2
413,412,4377.000000,0.050000,100000,392271,1000,33.67480595,7315.59,3,1,1000,2
414,413,-1165.000000,0.050000,100000,393271,1000,33.35338204,7329.79,3,1,1000,2
415,414,2398.000000,0.050000,100000,393401,130,31.72226050,7331.82,3,1,1000,2
416,415,-11840.000000,0.050000,100000,394401,1000,32.91602232,7345.70,3,1,1000,2
417,416,-32672.000000,0.050000,100000,395401,1000,32.85771573,7359.63,3,1,1000,2
418,417,3975.000000,0.050000,100000,396308,907,33.08902352,7372.16,3,1,1000,2
419,418,-6578.000000,0.050000,100000,397308,1000,31.40149379,7386.03,3,1,1000,2
420,419,3681.000000,0.050000,100000,398308,1000,31.43474007,7399.51,3,1,1000,2
421,420,-9002.000000,0.050000,100000,399308,1000,29.51878765,7413.15,3,1,1000,2
422,421,-16501.000000,0.050000,100000,400308,1000,29.01120879,7427.23,3,1,1000,2
423,422,2289.000000,0.050000,100000,401308,1000,28.37885078,7441.14,3,1,1000,2
424,423,97.000000,0.050000,100000,402308,1000,27.87922454,7454.99,3,1,1000,2
425,424,5693.000000,0.050000,100000,403308,1000,27.95604735,7468.78,3,1,1000,2
426,425,-21454.000000,0.050000,100000,404308,1000,27.19644610,7482.61,3,1,1000,2
427,426,2940.000000,0.050000,100000,404511,203,27.50512961,7485.52,3,1,1000,2
428,427,-35028.000000,0.050000,100000,405511,1000,26.66385882,7499.76,3,1,1000,2
429,428,1645.000000,0.050000,100000,406511,1000,27.28192675,7513.31,3,1,1000,2
430,429,1927.000000,0.050000,100000,407511,1000,27.56155266,7527.33,3,1,1000,2
431,430,3394.000000,0.050000,100000,408511,1000,27.63865103,7541.30,3,1,1000,2
432,431,-256.000000,0.050000,100000,409511,1000,27.10549763,7554.74,3,1,1000,2
433,432,-8207.000000,0.050000,100000,410511,1000,27.39470255,7568.68,3,1,1000,2
434,433,4524.000000,0.050000,100000,411511,1000,27.93176504,7582.43,3,1,1000,2
435,434,-11067.000000,0.050000,100000,412511,1000,28.13841508,7596.37,3,1,1000,2
436,435,-20882.000000,0.050000,100000,413511,1000,27.84604678,7609.40,3,1,1000,2
437,436,-13205.000000,0.050000,100000,414511,1000,27.93289289,7623.27,3,1,1000,2
438,437,2724.000000,0.050000,100000,415511,1000,27.87351799,7636.97,3,1,1000,2
439,438,-9594.000000,0.050000,100000,416511,1000,28.40695959,7650.87,3,1,1000,2
440,439,-11389.000000,0.050000,100000,417511,1000,27.70197010,7664.89,3,1,1000,2
441,440,4992.000000,0.050000,100000,418292,781,27.72855719,7675.75,3,1,1000,2
442,441,1897.000000,0.050000,100000,419292,1000,28.08677410,7689.73,3,1,1000,2
443,442,-773.000000,0.050000,100000,420292,1000,27.61418871,7703.71,3,1,1000,2
444,443,-9065.000000,0.050000,100000,421292,1000,27.59521911,7717.19,3,1,1000,2
445,444,-3915.000000,0.050000,100000,422292,1000,27.70476026,7730.88,3,1,1000,2
446,445,-5118.000000,0.050000,100000,423292,1000,27.59565428,7744.72,3,1,1000,2
447,446,828.000000,0.050000,100000,424292,1000,27.13971321,7758.83,3,1,1000,2
448,447,-14514.000000,0.050000,100000,425292,1000,27.07023692,7772.57,3,1,1000,2
449,448,-42409.000000,0.050000,100000,426292,1000,26.66759635,7786.37,3,1,1000,2
450,449,-9124.000000,0.050000,100000,427292,1000,26.90514233,7799.86,3,1,1000,2
451,450,-12250.000000,0.050000,100000,428292,1000,27.33182432,7814.18,3,1,1000,2
452,451,-3947.000000,0.050000,100000,429292,1000,27.00907045,7827.91,3,1,1000,2
453,452,-42499.000000,0.050000,100000,430292,1000,27.56423888,7841.30,3,1,1000,2
454,453,4570.000000,0.050000,100000,430801,509,27.77088151,7848.46,3,1,1000,2
455,454,-8247.000000,0.050000,100000,431801,1000,26.56506565,7862.51,3,1,1000,2
456,455,4971.000000,0.050000,100000,432605,804,27.31804298,7873.52,3,1,1000,2
457,456,1888.000000,0.050000,100000,432873,268,27.60438585,7877.36,3,1,1000,2
458,457,-19864.000000,0.050000,100000,433873,1000,27.15609655,7891.14,3,1,1000,2
459,458,4371.000000,0.050000,100000,434779,906,27.97300163,7903.67,3,1,1000,2
460,459,-32328.000000,0.050000,100000,435779,1000,27.46386723,7917.83,3,1,1000,2
461,460,-6573.000000,0.050000,100000,436779,1000,27.59339324,7931.42,3,1,1000,2
462,461,2132.000000,0.050000,100000,437120,341,26.33192129,7936.38,3,1,1000,2
463,462,-33006.000000,0.050000,100000,438120,1000,27.37437675,7950.21,3,1,1000,2
464,463,-28335.000000,0.050000,100000,439120,1000,27.42908669,7964.23,3,1,1000,2
465,464,-14337.000000,0.050000,100000,440120,1000,28.17087130,7977.90,3,1,1000,2
466,465,-11339.000000,0.050000,100000,441120,1000,28.88817407,7991.83,3,1,1000,2
467,466,-17340.000000,0.050000,100000,442120,1000,28.32649787,8005.77,3,1,1000,2
468,467,848.000000,0.050000,100000,443120,1000,28.98484158,8019.57,3,1,1000,2
469,468,-872.000000,0.050000,100000,444120,1000,29.40039129,8033.23,3,1,1000,2
470,469,-21445.000000,0.050000,100000,445120,1000,28.84708168,8047.71,3,1,1000,2
471,470,-35963.000000,0.050000,100000,446120,1000,28.57417342,8061.19,3,1,1000,2
472,471,-8742.000000,0.050000,100000,446978,858,28.96461735,8072.89,3,1,1000,2
473,472,1670.000000,0.050000,100000,447978,1000,29.13976933,8086.65,3,1,1000,2
474,473,-3167.000000,0.050000,100000,448978,1000,30.22163652,8100.37,3,1,1000,2
475,474,-19349.000000,0.050000,100000,449978,1000,29.70477933,8114.12,3,1,1000,2
476,475,-6029.000000,0.050000,100000,450978,1000,29.13860066,8127.82,3,1,1000,2
477,476,-18444.000000,0.050000,100000,451978,1000,29.58806785,8141.23,3,1,1000,2
478,477,7973.000000,0.050000,100000,452949,971,30.22005332,8154.42,3,1,1000,2
479,478,1471.000000,0.050000,100000,453949,1000,30.04849270,8168.34,3,1,1000,2
480,479,991.000000,0.050000,100000,454949,1000,30.13517759,8181.88,3,1,1000,2
481,480,-5034.000000,0.050000,100000,455949,1000,29.10757785,8195.73,3,1,1000,2
482,481,-15195.000000,0.050000,100000,456949,1000,29.20379730,8209.47,3,1,1000,2
483,482,-15325.000000,0.050000,100000,457949,1000,28.01821863,8223.47,3,1,1000,2
484,483,-19761.000000,0.050000,100000,458949,1000,26.87227662,8237.60,3,1,1000,2
485,484,1690.000000,0.050000,100000,459949,1000,25.64958902,8251.54,3,1,1000,2
486,485,780.000000,0.050000,100000,460949,1000,26.46226655,8265.77,3,1,1000,2
487,486,-40937.000000,0.050000,100000,461949,1000,24.92752328,8279.97,3,1,1000,2
488,487,-4945.000000,0.050000,100000,462949,1000,26.17504063,8293.88,3,1,1000,2
489,488,-17983.000000,0.050000,100000,463949,1000,26.21256837,8307.71,3,1,1000,2
490,489,-23301.000000,0.050000,100000,464949,1000,26.81540736,8321.76,3,1,1000,2
491,490,4380.000000,0.050000,100000,465703,754,26.15273576,8332.36,3,1,1000,2
492,491,-20084.000000,0.050000,100000,466703,1000,27.11894464,8346.08,3,1,1000,2
493,492,4531.000000,0.050000,100000,467703,1000,27.54666079,8359.93,3,1,1000,2
494,493,-13329.000000,0.050000,100000,468703,1000,27.55685126,8372.86,3,1,1000,2
495,494,-10424.000000,0.050000,100000,469703,1000,26.80918126,8386.53,3,1,1000,2
