timestamp_utc,agent_name,mean_score,std_score,runs,max_steps,scaling_factor,arena_size,wall_obstacles,difficulty,box_speed
2026-04-10T08:43:02.080887+00:00,agent,-200.000000,0.000000,3,200,5,500,0,0,2
